14740001000	Harman Tarrant	Yes	Yes	=	Harman Tarrant	=
14740001000	was a member of the first incarnation	Yes	Yes	=	FILTER 1880	|
Gold Verdict: SUPPORTS

214460001000	Ohio State scored	Yes	Yes	=	scored	=
214460001000	fewer points than Purdue	Yes	Yes	=	COMP 56	=
214460001000	at the 1947 NCAA Swimming and Diving Championships	Yes	Yes	=	at the 1947 NCAA Swimming and Diving Championships	=
Gold Verdict: REFUTES

30500001000	The two episodes of Das unsichtbare Visier are 89 minutes	Yes	Yes	=	SUM 173	|
30500001000	long	Yes	Yes	=	long	=
Gold Verdict: SUPPORTS

159530001000	The Sap production discography produced a total of eight songs	Yes	Yes	=	COUNT 9	|
Gold Verdict: SUPPORTS

128900001000	During the 1949 season	Yes	Yes	=	during the 1949 season	=
128900001000	under coach John Gill the Western Michigan Broncos defeated Ohio	Yes	Yes	=	The Western Michigan Broncos played against Ohio	=
Gold Verdict: REFUTES

36630001000	Phukkhom	Yes	Yes	=	Siang Khorong Khong Khon Siachai	=
36630001000	of BNK48	Yes	Yes	=	BNK48	=
36630001000	participated	Yes	Yes	=	was	=
36630001000	in the 2019 music video	Yes	Yes	=	The 2019 music video	=
36630001000	Siang Khorong Khong Khon Siachai	Yes	Yes	=	Siang Khorong Khong Khon Siachai	=
36630001000	by Tor Saksit	Yes	Yes	=	by Tor Saksit	=
Gold Verdict: REFUTES

113140001000	The Side A	Yes	Yes	=	The Side A	=
113140001000	comprises	Yes	Yes	=	comprise	=
113140001000	of "Anniversary Waltz" by Dave Franklin Al Dubin	Yes	Yes	=	of Anniversary Waltz song	=
Gold Verdict: REFUTES

117200001000	The 565th Strategic Missile Squadron	Yes	Yes	=	The 565th Strategic Missile Squadron	=
117200001000	participated	Yes	Yes	=	participated	=
117200001000	in nine campaigns	Yes	Yes	=	in campaigns	=
Gold Verdict: REFUTES

218270001000	Russia Unics Kazan	Yes	Yes	=	Russia Unics Kazan	=
218270001000	recorded	Yes	Yes	=	reached	=
218270001000	a single loss	Yes	Yes	=	the semifinals	|
Gold Verdict: NOT ENOUGH INFO

363340001000	Jacques Freitag	Yes	Yes	=	Jacques Freitag	=
363340001000	represented South Africa in World Youth Championships in 1999	Yes	Yes	=	represented Poland in World Youth Championships in 1999	|
Gold Verdict: SUPPORTS

31200001000	There are nine schools that join	Yes	Yes	=	COUNT 9	=
31200001000	the Frisco League	Yes	Yes	=	the Frisco League	=
Gold Verdict: REFUTES

19000001000	The Fine Art	Yes	Yes	=	The Fine Art	=
19000001000	of Surfacing	Yes	Yes	=	of Surfacing	=
19000001000	received	Yes	Yes	=	is	=
19000001000	a rating of 5/10 from The Irish Times	Yes	Yes	=	the rating in The Irish Times	=
Gold Verdict: REFUTES

104720001000	Army	Yes	Yes	=	Army	=
104720001000	of the Ohio	Yes	Yes	=	of the Ohio	=
104720001000	was a field army	Yes	Yes	=	was a field army	=
Gold Verdict: REFUTES

247670001000	The Shambala language	Yes	Yes	=	The Shambala language	=
247670001000	has 650,000 speakers	Yes	Yes	=	FILTER 660,000	=
Gold Verdict: REFUTES

29440001000	Schlumberger	Yes	Yes	=	Schlumberger	=
29440001000	has the Integrated asset modelling tools	Yes	Yes	=	has of Integrated asset modelling tools	=
Gold Verdict: REFUTES

376770001000	In 1909 the Michigan Wolverines football team	Yes	Yes	=	1909 The Michigan Wolverines football team	=
376770001000	fought and won against Case	Yes	Yes	=	won against Case	=
