40530001000	John Laurie was part	Yes	Yes	=	John Laurie was part	=
40530001000	of the Bees on the Boat-Deck in 1939	Yes	Yes	=	of the Bees on the Boat-Deck in 1939	=

40530002000	John Laurie	Yes	Yes	=	John Laurie	=
40530002000	was part of Jackanory in 1971	Yes	Yes	=	FILTER 1971, 1973, and 1975.	|

101210001000	The list	Yes	Yes	=	The list	=
101210001000	of Once Upon a Time	Yes	Yes	=	of Upon a Time	=
101210001000	debuted October 23, 2011) episodes consists of 10 specials	Yes	Yes	=	FILTER 1	|

101210002000	One of the narrators of Upon a Time	Yes	Yes	=	The narrator of Upon a Time	=
101210002000	is Alan Dale	Yes	Yes	=	is Alan Dale	=

447690001000	Xiao Sha competed	Yes	Yes	=	Xiao Sha competed	=
447690001000	in the World Championships	Yes	Yes	=	at the World Championships	=

447690002000	Xiao Sha competed	Yes	Yes	=	Xiao Sha competed	=
447690002000	in the World Cup	Yes	Yes	=	in the World Cup	=

14740001000	Harman Tarrant	Yes	Yes	=	Harman Tarrant	=
14740001000	was a member	Yes	Yes	=	was a member	=
14740001000	of the first incarnation	Yes	Yes	=	FILTER 1880	|

14740002000	Harman Tarrant was a member for a longer time than Samuel Charles	Yes	Yes	=	FILTER in	|

14740003000	Harman Tarrant was a member for a longer time than John Stewart	Yes	Yes	=	FILTER  Extracted evidence from table: Not sufficent information found in the table. Computation: No computation required.	|

343500001000	The 1976 United States Senate election	Yes	Yes	=	The 1976 United States Senate election	=
343500001000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500001000	was held	Yes	Yes	=	was held	=
343500001000	on November 2, 1976	Yes	Yes	=	in 1976	=

343500002000	The 1976 United States Senate election	Yes	Yes	=	the 1976 United States Senate election	=
343500002000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500002000	had two candidates	Yes	Yes	=	COUNT 3	|

343500003000	The winner of the 1976 United States Senate election	Yes	Yes	=	won the 1976 United States Senate election	=
343500003000	in North Dakota was Quentin Burdick	Yes	Yes	=	in North Dakota Quentin Burdick	=

214460001000	Ohio State scored fewer points than Purdue	Yes	Yes	=	scored 10 points Purdue	|
214460001000	at the 1947 NCAA Swimming and Diving Championships	Yes	Yes	=	at the 1947 NCAA Swimming and Diving Championships	=

37160001000	Wellington Nascimento Carvalho	Yes	Yes	=	Wellington Nascimento Carvalho	=
37160001000	is a Brazilian football player	Yes	Yes	=	FILTER a	=

