40530001000	John Laurie was part	Yes	Yes	=	John Laurie was part	=
40530001000	of the Bees	Yes	Yes	=	of the Bees	=
40530001000	on the Boat-Deck	Yes	Yes	=	on the Boat-Deck	=
40530001000	in 1939	Yes	Yes	=	FILTER 1939.	=

40530002000	John Laurie was part	Yes	Yes	=	John Laurie was part	=
40530002000	of Jackanory in 1971	Yes	Yes	=	FILTER 1971, 1973, and 1975.	|

101210001000	The list	Yes	Yes	=	The list	=
101210001000	of Once Upon a Time	Yes	Yes	=	of Upon a Time	=
101210001000	debuted October 23, 2011) episodes consists of 10 specials	Yes	Yes	=	episodes consists of 1 specials	|

101210002000	One of the narrators of Upon a Time	Yes	Yes	=	The narrator of Upon a Time	=
101210002000	is Alan Dale	Yes	Yes	=	is Alan Dale	=

447690001000	Xiao Sha competed	Yes	Yes	=	Xiao Sha competed	=
447690001000	in the World Championships	Yes	Yes	=	at the World Championships	=

447690002000	Xiao Sha competed	Yes	Yes	=	Xiao Sha competed	=
447690002000	in the World Cup	Yes	Yes	=	in the World Cup	=

14740001000	Harman Tarrant was a member	Yes	Yes	=	Harman Tarrant was a member	=
14740001000	of the first incarnation	Yes	Yes	=	FILTER 1880	|

14740002000	Harman Tarrant was a member for a longer time than Samuel Charles	Yes	Yes	=	Kiama Kiama sufficent Members for the Not information	|

14740003000	Harman Tarrant was a member for a longer time than John Stewart	Yes	Yes	=	Kiama Kiama sufficent sufficent Members for the Not information found table	|

343500001000	The 1976 United States Senate election	Yes	Yes	=	The 1976 United States Senate election	=
343500001000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500001000	was held	Yes	Yes	=	was held	=
343500001000	on November 2, 1976	Yes	Yes	=	in 1976	=

343500002000	The 1976 United States Senate election in North Dakota had two candidates	Yes	Yes	=	COUNT 3	|

343500003000	The winner	Yes	Yes	=	won	=
343500003000	of the 1976 United States Senate election	Yes	Yes	=	the 1976 United States Senate election	=
343500003000	in North Dakota was Quentin Burdick	Yes	Yes	=	in North Dakota Quentin Burdick	=

214460001000	Ohio State scored	Yes	Yes	=	scored	=
214460001000	fewer points	Yes	Yes	=	10 points	|
214460001000	than Purdue at the 1947 NCAA Swimming and Diving Championships	Yes	Yes	=	Purdue at the 1947 NCAA Swimming and Diving Championships	=

37160001000	Wellington Nascimento Carvalho	Yes	Yes	=	Wellington Nascimento Carvalho	=
37160001000	is a Brazilian football player	Yes	Yes	=	FILTER a	=

37160002000	Wellington Nascimento Carvalho played	Yes	Yes	=	Wellington Nascimento Carvalho played	=
37160002000	for Portimonense in the 2017-18 season	Yes	Yes	=	FILTER Portimonense	=

37160003000	Portimonense played in the Primeira Liga	Yes	Yes	=	Portimonense played in the Primeira Liga	=
37160003000	in 2017-18	Yes	Yes	=	in 2017-18	=

97270001000	Al Stokes	Yes	Yes	=	Al Stokes	=
97270001000	had more home runs than runs	Yes	Yes	=	had 0 home runs 7 runs	|
97270001000	batted	Yes	Yes	=	batted	=
97270001000	in	Yes	Yes	=	in	=

122500001000	Patrick Tambay is French	Yes	Yes	=	Patrick Tambay is German	|

122500002000	Patrick Tambay failed to finish first in the 1982 German Grand Prix	Yes	Yes	=	FILTER 9	|

122500003000	Keke Rosberg is the race winner	Yes	Yes	=	Keke Rosberg was the race winner	=
