14740001000	Harman Tarrant	Yes	Yes	=	Harman Tarrant	=
14740001000	was a member	Yes	Yes	=	was a member	=
14740001000	of the first incarnation	Yes	Yes	=	FILTER 1880	|
Gold Verdict: SUPPORTS

30500001000	The two episodes of Das unsichtbare Visier are 89 minutes	Yes	Yes	=	SUM 173	|
30500001000	long	Yes	Yes	=	long	=
Gold Verdict: SUPPORTS

159530001000	The Sap production discography produced a total of eight songs	Yes	Yes	=	COUNT 9	|
Gold Verdict: SUPPORTS

36630001000	Phukkhom of BNK48	Yes	Yes	=	BNK48	=
36630001000	participated in the 2019 music video	Yes	Yes	=	was The 2019 music video	=
36630001000	Siang Khorong Khong Khon Siachai	Yes	Yes	=	Siang Khorong Khong Khon Siachai	=
36630001000	by Tor Saksit	Yes	Yes	=	by Tor Saksit	=
Gold Verdict: REFUTES

218270001000	Russia Unics Kazan	Yes	Yes	=	Russia Unics Kazan	=
218270001000	recorded a single loss	Yes	Yes	=	reached the semifinals	|
Gold Verdict: NOT ENOUGH INFO

363340001000	Jacques Freitag represented South Africa	Yes	Yes	=	Jacques Freitag represented Poland	|
363340001000	in World Youth Championships in 1999	Yes	Yes	=	in World Youth Championships in 1999	=
Gold Verdict: SUPPORTS

170440001000	In the years	Yes	Yes	=	in	=
170440001000	1999 to 2015 Kazunori Iio	Yes	Yes	=	1999 Kazunori Iio	=
170440001000	first played	Yes	Yes	=	first played	=
170440001000	club team Verdy Kawasaki	Yes	Yes	=	club team Verdy Kawasaki	=
Gold Verdict: SUPPORTS

301940001000	From 2008-2010 Cartoon Network	Yes	Yes	=	List by of Cartoon Network	=
301940001000	aired Ben 10 Alien Force	Yes	Yes	=	broadcast Animated series	|
Gold Verdict: SUPPORTS

19000001000	The Fine Art	Yes	Yes	=	The Fine Art	=
19000001000	of Surfacing	Yes	Yes	=	of Surfacing	=
19000001000	received a rating	Yes	Yes	=	is the rating	=
19000001000	of 5/10 from The Irish Times	Yes	Yes	=	in The Irish Times	=
Gold Verdict: REFUTES

104720001000	Army of the Ohio	Yes	Yes	=	Army of the Ohio	=
104720001000	was a field army	Yes	Yes	=	was a field army	=
Gold Verdict: REFUTES

29440001000	Schlumberger has the Integrated asset modelling tools	Yes	Yes	=	Schlumberger has of Integrated asset modelling tools	=
Gold Verdict: REFUTES

8220001000	Yuko Gordon	Yes	Yes	=	Yuko Gordon	=
8220001000	participated in three different international competitions	Yes	Yes	=	participated in the International competitions	|
8220001000	in 1985	Yes	Yes	=	in 1985	=
Gold Verdict: SUPPORTS

48460001000	Sadhu Meher directed Abhimaan in 1977	Yes	Yes	=	Sadhu Meher directed Abhimaan in 1977	=
Gold Verdict: SUPPORTS

376770001000	In 1909 the Michigan Wolverines football team	Yes	Yes	=	1909 The Michigan Wolverines football team	=
376770001000	fought and won against Case	Yes	Yes	=	won against Case	=
376770001000	W 3-0 on October 9	Yes	Yes	=	on October 9	=
Gold Verdict: SUPPORTS

77310001000	Michael Moffat	Yes	Yes	=	Michael Moffat	=
77310001000	scored	Yes	Yes	=	scored	=
77310001000	several goals during the years he played with Arthurlite	Yes	Yes	=	FILTER (Gls) 57	<
Gold Verdict: NOT ENOUGH INFO

293790001000	Schinia coercita	Yes	Yes	=	Schinia coercita	=
293790001000	is a genus	Yes	Yes	=	belongs the genus	=
293790001000	of Schinia	Yes	Yes	=	to Schinia	=
Gold Verdict: REFUTES

167850001000	Coached by Walt Hopkins	Yes	Yes	=	N/A	|
Gold Verdict: SUPPORTS

161800001000	Adam Ravenstahl is from Pennsylvania	Yes	Yes	=	Don Walko	|
Gold Verdict: SUPPORTS

83070001000	Chimelong Ocean Kingdom	Yes	Yes	=	Chimelong Ocean Kingdom	=
83070001000	had over 5 millions people visit	Yes	Yes	=	was 5,504,000 5,504,000 attendance	|
83070001000	in 2014	Yes	Yes	=	in 2014	=
Gold Verdict: SUPPORTS

138640001000	In Slovenska	Yes	Yes	=	in Slovenska	=
138640001000	's stage 4 race three Italian members	Yes	Yes	=	COUNT 2	|
138640001000	from Bardiani–CSF	Yes	Yes	=	from Bardiani-CSF Bardiani-CSF	=
138640001000	BCF were present	Yes	Yes	=	Bardiani-CSF were present	=
Gold Verdict: SUPPORTS

32910001000	The average audience share	Yes	Yes	=	The average audience share	=
32910001000	of the show Listen	Yes	Yes	=	of the show Listen	=
32910001000	to Love	Yes	Yes	=	to Love	=
32910001000	is higher by 0.4%	Yes	Yes	=	is different	|
32910001000	in AGB Nielsen than in TNmS	Yes	Yes	=	between AGB Nielsen TNmS	=
Gold Verdict: SUPPORTS

58060001000	The 1925-26 NCAA season	Yes	Yes	=	The 1925-26 NCAA season	=
58060001000	was held from August 1925	Yes	Yes	=	took place between August 1925	=
58060001000	to June 1926	Yes	Yes	=	June 1926	=
Gold Verdict: SUPPORTS

154680001000	In 1897 Konstantinos Damianos	Yes	Yes	=	in 1897 Konstantinos Damianos	=
154680001000	joined the Greco-Turkish War	Yes	Yes	=	joined the Greco-Turkish War	=
Gold Verdict: REFUTES

29500001000	Germany	Yes	Yes	=	4th place	|
29500001000	’s Max Kramer	Yes	Yes	=	Schedule Max Kramer	=
29500001000	ranked fourth in the Open Royal Golf Anfa Mohammedia tournament	Yes	Yes	=	reached 4th in the Open Royal Golf Anfa Mohammedia tournament	=
29500001000	of the 2018 Pro Golf Tour held in Morocco	Yes	Yes	=	of the 2018 Pro Golf Tour	=
Gold Verdict: SUPPORTS

10570001000	The Peppertones	Yes	Yes	=	The Peppertones	=
10570001000	released	Yes	Yes	=	released	=
10570001000	two extended albums	Yes	Yes	=	COUNT 2	=
Gold Verdict: SUPPORTS

160800001000	Tiger Mask IV	Yes	Yes	=	Tiger Mask IV	=
160800001000	is the ring name of Yoshihiro Yamazaki	Yes	Yes	=	wrestles wrestles as Yoshihiro Yamazaki	=
Gold Verdict: SUPPORTS

20750001000	In the 1950 Hawthorn Football Club season	Yes	Yes	=	in the 1950 Hawthorn Football Club season	=
20750001000	they placed last	Yes	Yes	=	FILTER 12th	|
Gold Verdict: SUPPORTS

1080001000	Saeed Murjan competed in the FIFA World Cup	Yes	Yes	=	Saeed Murjan competed in the FIFA World Cup	=
Gold Verdict: SUPPORTS

110240001000	Saeed Murjan competed	Yes	Yes	=	Saeed Murjan competed	=
110240001000	in friendly matches since 2011	Yes	Yes	=	in friendly matches 2013	|
