40530001000	John Laurie was part	Yes	Yes	=	John Laurie was part	=
40530001000	of the Bees	Yes	Yes	=	of the Bees	=
40530001000	on the Boat-Deck	Yes	Yes	=	on the Boat-Deck	=
40530001000	in 1939	Yes	Yes	=	in 1939	=

40530002000	John Laurie	Yes	Yes	=	John Laurie	=
40530002000	was part of Jackanory	Yes	Yes	=	was part of Jackanory	=
40530002000	in 1971	Yes	Yes	=	in 1971	=

101210001000	The list	Yes	Yes	=	The list	=
101210001000	of Once Upon a Time	Yes	Yes	=	of Upon a Time	=
101210001000	debuted October 23, 2011) episodes	Yes	Yes	=	episodes	=
101210001000	consists	Yes	Yes	=	consists	=
101210001000	of 10 specials	Yes	Yes	=	FILTER 1	|

101210002000	One of the narrators of Upon a Time is Alan Dale	Yes	Yes	=	The narrator of Upon a Time is Alan Dale	|

447690001000	Xiao Sha	Yes	Yes	=	Xiao Sha	=
447690001000	competed in the World Championships	Yes	Yes	=	FILTER Stuttgart,	|

447690002000	Xiao Sha competed	Yes	Yes	=	Xiao Sha competed	=
447690002000	in the World Cup	Yes	Yes	=	in the World Cup	=

14740001000	Harman Tarrant	Yes	Yes	=	Harman Tarrant	=
14740001000	was a member	Yes	Yes	=	was a member	=
14740001000	of the first incarnation	No	Yes	=	of 1880 district Kiama	#

14740002000	Harman Tarrant was a member for a longer time than Samuel Charles	Yes	Yes	=	Kiama Kiama sufficent Members for the Not information	|

14740003000	Harman Tarrant was a member for a longer time than John Stewart	Yes	Yes	=	Kiama Kiama sufficent sufficent Members for the Not information found table	|

343500001000	The 1976 United States Senate election	Yes	Yes	=	The 1976 United States Senate election	=
343500001000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500001000	was held	Yes	Yes	=	was held	=
343500001000	on November 2, 1976	Yes	Yes	=	FILTER 1976	=

343500002000	The 1976 United States Senate election	Yes	Yes	=	the 1976 United States Senate election	=
343500002000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500002000	had two candidates	Yes	Yes	=	COUNT 3	|

343500003000	The winner of the 1976 United States Senate election in North Dakota	Yes	Yes	=	won the 1976 United States Senate election in North Dakota	=
343500003000	was Quentin Burdick	Yes	Yes	=	Quentin Burdick	=

214460001000	Ohio State scored fewer points than Purdue	Yes	Yes	=	COMP 56	|
214460001000	at the 1947 NCAA Swimming and Diving Championships	Yes	Yes	=	at the 1947 NCAA Swimming and Diving Championships	=

37160001000	Wellington Nascimento Carvalho	Yes	Yes	=	Wellington Nascimento Carvalho	=
37160001000	is a Brazilian football player	Yes	Yes	=	FILTER a	=

37160002000	Wellington Nascimento Carvalho	Yes	Yes	=	Wellington Nascimento Carvalho	=
37160002000	played	Yes	Yes	=	played	=
37160002000	for Portimonense	Yes	Yes	=	for Portimonense	=
37160002000	in the 2017-18 season	Yes	Yes	=	in the 2017-2017 season	|

37160003000	Portimonense	Yes	Yes	=	Portimonense	=
37160003000	played	Yes	Yes	=	played	=
37160003000	in the Primeira Liga	Yes	Yes	=	in the Primeira Liga	=
37160003000	in 2017-18	Yes	Yes	=	in 2017-18	=

97270001000	Al Stokes	Yes	Yes	=	Al Stokes	=
97270001000	had more home runs than runs	Yes	Yes	=	COMP -7	|
97270001000	batted in	Yes	Yes	=	batted in	=

