40530001000	John Laurie was part of the Bees	Yes	Yes	=	John Laurie was part of the Bees	=
40530001000	on the Boat-Deck	Yes	Yes	=	on the Boat-Deck	=
40530001000	in 1939	Yes	Yes	=	FILTER 1939.	=

40530002000	John Laurie was part	Yes	Yes	=	John Laurie was part	=
40530002000	of Jackanory in 1971	Yes	Yes	=	of Jackanory in 1971	=

101210001000	The list	Yes	Yes	=	The list	=
101210001000	of Once Upon a Time	Yes	Yes	=	of Upon a Time	=
101210001000	debuted October 23, 2011) episodes consists of 10 specials	Yes	Yes	=	episodes consists of 1 specials	|

101210002000	One of the narrators of Upon a Time	Yes	Yes	=	The narrator of Upon a Time	=
101210002000	is Alan Dale	Yes	Yes	=	is Alan Dale	=

447690001000	Xiao Sha	Yes	Yes	=	Xiao Sha	=
447690001000	competed	Yes	Yes	=	competed	=
447690001000	in the World Championships	Yes	Yes	=	at the World Championships	=

447690002000	Xiao Sha	Yes	Yes	=	Xiao Sha	=
447690002000	competed	Yes	Yes	=	competed	=
447690002000	in the World Cup	Yes	Yes	=	in the World Cup	=

14740001000	Harman Tarrant was a member of the first incarnation	Yes	Yes	=	FILTER 1880	|

14740002000	Harman Tarrant	Yes	Yes	=	Kiama Kiama sufficent	|
14740002000	was a member for a longer time	Yes	Yes	=	Members for the Not information	!
14740002000	than Samuel Charles	Yes	Yes	=	of Kiama Members	=

14740003000	Harman Tarrant was a member for a longer time than John Stewart	Yes	Yes	=	FILTER  Extracted evidence from table: Not sufficent information found in the table. Computation: No computation required.	|

343500001000	The 1976 United States Senate election	Yes	Yes	=	The 1976 United States Senate election	=
343500001000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500001000	was held	Yes	Yes	=	was held	=
343500001000	on November 2, 1976	Yes	Yes	=	FILTER 1976	=

343500002000	The 1976 United States Senate election	Yes	Yes	=	the 1976 United States Senate election	=
343500002000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500002000	had two candidates	Yes	Yes	=	COUNT 3	|

343500003000	The winner of the 1976 United States Senate election	Yes	Yes	=	won the 1976 United States Senate election	=
343500003000	in North Dakota	Yes	Yes	=	in North Dakota	=
343500003000	was Quentin Burdick	Yes	Yes	=	FILTER Quentin Burdick	=

214460001000	Ohio State scored fewer points than Purdue	Yes	Yes	=	COMP 56	|
214460001000	at the 1947 NCAA Swimming and Diving Championships	Yes	Yes	=	at the 1947 NCAA Swimming and Diving Championships	=

37160001000	Wellington Nascimento Carvalho	Yes	Yes	=	Wellington Nascimento Carvalho	=
37160001000	is a Brazilian football player	Yes	Yes	=	FILTER a	=

37160002000	Wellington Nascimento Carvalho played	Yes	Yes	=	Wellington Nascimento Carvalho played	=
37160002000	for Portimonense in the 2017-18 season	Yes	Yes	=	FILTER Portimonense	=

37160003000	Portimonense	Yes	Yes	=	Portimonense	=
37160003000	played in the Primeira Liga in 2017-18	Yes	Yes	=	played in the Primeira Liga in 2017-18	=

97270001000	Al Stokes	Yes	Yes	=	Al Stokes	=
97270001000	had more home runs	Yes	Yes	=	had 0 home runs	|
97270001000	than runs	Yes	Yes	=	7 runs	=
97270001000	batted	Yes	Yes	=	batted	=
97270001000	in	Yes	Yes	=	in	=

122500001000	Patrick Tambay	Yes	Yes	=	Patrick Tambay	=
122500001000	is French	Yes	Yes	=	is German	|

122500002000	Patrick Tambay	Yes	Yes	=	Patrick Tambay	=
122500002000	failed to finish first in the 1982 German Grand Prix	Yes	Yes	=	FILTER 9	|

122500003000	Keke Rosberg is the race winner	Yes	Yes	=	Keke Rosberg was the race winner	=
122500003000	of the 1982 German Grand Prix	Yes	Yes	=	of the 1982 German Grand Prix	=

30500001000	The two episodes	Yes	Yes	=	The episode	=
30500001000	of Das unsichtbare Visier	Yes	Yes	=	Das unsichtbare Visier	=
30500001000	are 89 minutes	Yes	Yes	=	is 89 minutes	=
30500001000	long	Yes	Yes	=	long	=

30500002000	The episode Das Nest im Urwald is one of the two episodes	Yes	Yes	=	has 15 episodes	<
30500002000	of Das unsichtbare Visier	Yes	Yes	=	Das unsichtbare Visier	=

30500003000	The episode Depot im Skagerrak is one of the two episodes of Das unsichtbare Visier	Yes	Yes	=	has 15 episodes Das unsichtbare Visier	|

159530001000	The Sap production discography	Yes	Yes	=	The Sap production discography	=
159530001000	produced	Yes	Yes	=	produced	=
159530001000	a total of eight songs	Yes	Yes	=	COUNT 9	|

159530002000	The Sap production discography	Yes	Yes	=	The Sap production discography	=
159530002000	produced these songs	Yes	Yes	=	produced the	=
159530002000	in seven different albums	Yes	Yes	=	COUNT 6	|

159530003000	The Sap production discography	Yes	Yes	=	The Sap production discography	=
159530003000	produced these songs	Yes	Yes	=	produced	=
159530003000	from 2011 to 2015	Yes	Yes	=	between 2011 and 2015	=

128900001000	During the 1949 season under coach John Gill	Yes	Yes	=	during the 1949 season	=
128900001000	the Western Michigan Broncos	Yes	Yes	=	The Western Michigan Broncos	=
128900001000	defeated	Yes	Yes	=	played against	=
128900001000	Ohio	Yes	Yes	=	Ohio	=

128900002000	During the 1949 season under coach John Gill	Yes	Yes	=	Schedule 1949 team	=
128900002000	the Western Michigan Broncos	Yes	Yes	=	The Western Michigan Broncos	=
128900002000	lost	Yes	Yes	=	lost	=
128900002000	to Central Michigan	Yes	Yes	=	1949 Western Michigan Broncos football team Schedule N	|

36630001000	Phukkhom of BNK48	Yes	Yes	=	BNK48	=
36630001000	participated	Yes	Yes	=	was	=
36630001000	in the 2019 music video	Yes	Yes	=	The 2019 music video	=
36630001000	Siang Khorong Khong Khon Siachai	Yes	Yes	=	Siang Khorong Khong Khon Siachai	=
36630001000	by Tor Saksit	Yes	Yes	=	by Tor Saksit	=

113140001000	The Side A	Yes	Yes	=	The Side A	=
113140001000	comprises	Yes	Yes	=	comprise	=
113140001000	of "Anniversary Waltz" by Dave Franklin Al Dubin	Yes	Yes	=	FILTER "The Anniversary Waltz".	=

113140002000	The "Anniversary Waltz " by Dave Franklin Al Dubin	Yes	Yes	=	The " Anniversary Waltz "	=
113140002000	plays for two minutes 27 seconds	Yes	Yes	=	plays for minutes 259	|

72650001000	The "Anniversary Waltz " by Dave Franklin Al Dubin	Yes	Yes	=	The " Anniversary Waltz "	=
72650001000	plays for two minutes 27 seconds	Yes	Yes	=	plays for minutes 259	|

72650002000	Shalom Levin	Yes	Yes	=	Shalom Levin	=
72650002000	was an Israeli teacher and politician from Rakaw Germany	Yes	Yes	=	is from Rakaw Russian Empire	|

72650003000	Shalom Levin	Yes	Yes	=	Shalom Levin	=
72650003000	served as a member	Yes	Yes	=	was a member	=
72650003000	of the Knesset	Yes	Yes	=	of the Knesset	=
72650003000	for the Alignment	Yes	Yes	=	for the Alignment	=
72650003000	between 1969 and 1977	Yes	Yes	=	FILTER 1969-1977.	=

72650004000	Shalom Levin	Yes	Yes	=	Shalom Levin	=
72650004000	served	Yes	Yes	=	Shalom Levin N	=
72650004000	as general secretary	Yes	Yes	=	A	=
72650004000	of the Israel Teachers Union between 1955 and 1980	Yes	Yes	=	A	|

117200001000	The 565th Strategic Missile Squadron	Yes	Yes	=	The 565th Strategic Missile Squadron	=
117200001000	participated	Yes	Yes	=	participated	=
117200001000	in nine campaigns	Yes	Yes	=	COUNT 7	|

117200002000	The 565th Strategic Missile Squadron	Yes	Yes	=	The 565th Strategic Missile Squadron	=
117200002000	participated	Yes	Yes	=	participated	=
117200002000	in campaigns from June 16, 1943	Yes	Yes	=	in campaigns from June 16 1943	=
117200002000	until May 1945	Yes	Yes	=	to May 1945	=

10360001000	Russia Unics Kazan	Yes	Yes	=	The 2019-2020 Eurocup Basketball	|
10360001000	won	Yes	Yes	=	was	=
10360001000	the 2019-2020 Eurocup Basketball	Yes	Yes	=	The the 2019-2020 Eurocup Basketball	=

10360002000	Russia Unics Kazan	Yes	Yes	=	Russia Unics Kazan	=
10360002000	recorded a single loss	Yes	Yes	=	reached the semifinals	|

218270001000	Russia Unics Kazan	Yes	Yes	=	Russia Unics Kazan	=
218270001000	recorded a single loss	Yes	Yes	=	reached the semifinals	|

218270002000	National Security Guard	Yes	Yes	=	National Security Guard	=
218270002000	has 14,000 personnel	Yes	Yes	=	FILTER 14,000	=

218270003000	National Security Guard	Yes	Yes	=	National Security Guard	=
218270003000	has an annual budget	Yes	Yes	=	The annual budget	=
218270003000	of ₹11.9 billion	Yes	Yes	=	of ₹ 11.9 billion	=
218270003000	US$166.8 million	Yes	Yes	=	11.9	|
218270003000	in 2020-21	Yes	Yes	=	in 2020-21	=

334040001000	The 2004 North Carolina lieutenant governor election	Yes	Yes	=	the 2004 North Carolina lieutenant governor election	=
334040001000	saw Republican opposition Jim Snyder	Yes	Yes	=	Jim Snyder	=
334040001000	with 1,453,705 votes	Yes	Yes	=	received 1,453,705 votes	=
334040001000	which was 42.78% of the total	Yes	Yes	=	FILTER 42.78%	=

334040002000	The 2004 North Carolina lieutenant governor election saw	Yes	Yes	=	the 2004 North Carolina lieutenant governor election	=
334040002000	incumbent Democratic candidate Bev Perdue with 1,888,397 votes which was 55.57%	Yes	Yes	=	Democratic candidate received votes received 55.57 %	<
334040002000	of the total	Yes	Yes	=	of	=

199660001000	There are no school board members	Yes	Yes	=	FILTER 9	|
199660001000	at Stroudsburg Area School District in 2016	Yes	Yes	=	Stroudsburg Area School District	=

199660002000	There are over 5000 students	Yes	Yes	=	There were 4,959 pupils	|
199660002000	at Stroudsburg Area School District	Yes	Yes	=	at Stroudsburg Area School District	=
199660002000	in 2016	Yes	Yes	=	in 2016	=

199660003000	Stroudsburg Area School District	Yes	Yes	=	Stroudsburg Area School District	=
199660003000	is one of the 500 public school districts	Yes	Yes	=	N	|

57100001000	Hanaukyō Meido Tai	Yes	Yes	=	Hanaukyo Hanaukyō Meido Tai	=
57100001000	was written by Morishige	Yes	Yes	=	was written by Morishige	=

57100002000	Hanaukyō Meido Tai	Yes	Yes	=	Hanaukyo Hanaukyō Meido Tai	=
57100002000	was published by Akita Shoten	Yes	Yes	=	was published by Akita Shoten	=

57100003000	Hanaukyō Meido Tai	Yes	Yes	=	Hanaukyo Hanaukyō Meido Tai	=
57100003000	had 10 episodes	Yes	Yes	=	FILTER 12	|

20540001000	Bergamo Lions	Yes	Yes	=	Bergamo Lions	=
20540001000	won the Eurobowl	Yes	Yes	=	won the Eurobowl	=
20540001000	in 2010	Yes	Yes	=	FILTER 2004, 2015, and 2019.	|

20540002000	Bergamo Lions	Yes	Yes	=	Bergamo Lions	=
20540002000	won the Eurobowl in 2011	Yes	Yes	=	won the Eurobowl in 2015	|

20540003000	Bergamo Lions	Yes	Yes	=	Bergamo Lions	=
20540003000	won the Eurobowl in 2012	Yes	Yes	=	won the Eurobowl in 2015	|

20540004000	Bergamo Lions	Yes	Yes	=	Bergamo Lions	=
20540004000	lost to the Chrysler Vikings	Yes	Yes	=	FILTER Berlin Adler.	|
20540004000	in the finals of 2014	Yes	Yes	=	in the finals of 2014	=

20540005000	Bergamo Lions	Yes	Yes	=	Bergamo Lions	=
20540005000	lost to the Chrysler Vikings	Yes	Yes	=	FILTER Bergamo Lions	|
20540005000	in the finals of 2015	Yes	Yes	=	in the finals of 2015	=

20540006000	Bergamo Lions	Yes	Yes	=	Bergamo Lions	=
20540006000	have been unbeaten in Germany since 1998	Yes	Yes	=	were unbeaten in Germany 2009	|

363340001000	Jacques Freitag represented South Africa	Yes	Yes	=	Jacques Freitag represented Poland	|
363340001000	in World Youth Championships in 1999	Yes	Yes	=	in World Youth Championships in 1999	=

363340002000	Jacques Freitag represented South Africa	Yes	Yes	=	Jacques Freitag represented South Africa	=
363340002000	in All-Africa Games in 1999	Yes	Yes	=	at All-Africa Games in 1999	=

170440001000	In the years	Yes	Yes	=	in	=
170440001000	1999 to 2015 Kazunori Iio	Yes	Yes	=	1999 Kazunori Iio	=
170440001000	first played	Yes	Yes	=	first played	=
170440001000	club team Verdy Kawasaki	Yes	Yes	=	club team Verdy Kawasaki	=

170440002000	In the years	Yes	Yes	=	Kazunori Iio Club statistics Kazunori Iio played	<
170440002000	1999 to 2015 Kazunori Iio went	Yes	Yes	=	Kazunori Iio	=
170440002000	on to play	Yes	Yes	=	played	=
170440002000	on Tokyo Verdy	Yes	Yes	=	for Tokyo Verdy	=

170440003000	In the years	Yes	Yes	=	in	=
170440003000	1999 to 2015 Kazunori Iio	Yes	Yes	=	1999 2015 Kazunori Iio	=
170440003000	played on Tokyo Verdy	Yes	Yes	=	played	=
170440003000	three additional times	Yes	Yes	=	4 times	|

170440004000	In the years	Yes	Yes	=	in	=
170440004000	1999 to 2015 Kazunori Iio	Yes	Yes	=	2015 Kazunori Iio	=
170440004000	ended	Yes	Yes	=	ended	=
170440004000	on Yokohama FC	Yes	Yes	=	with Yokohama FC	=

146670001000	Pro Wrestling Guerrilla has a large roster	Yes	Yes	=	Pro Wrestling Guerrilla consists the roster	=

146670002000	Pro Wrestling Guerrilla has a large roster	Yes	Yes	=	Pro Wrestling Guerrilla consists the roster	=

146670003000	Pro Wrestling Guerrilla has a large roster	Yes	Yes	=	Pro Wrestling Guerrilla consists the roster	=

146670004000	Jeff Cobb is a wrestler	Yes	Yes	=	Jeff Cobb are The wrestlers	=
146670004000	in Pro Wrestling Guerrilla	Yes	Yes	=	in Pro Wrestling Guerrilla	=

146670005000	None of the wrestlers in Pro Wrestling Guerrilla have ever won	Yes	Yes	=	FILTER Bandido	|
146670005000	the PWG World Championship	Yes	Yes	=	the PWG World Champion	=

107910001000	The Semi-finals	Yes	Yes	=	The Semi-finals	=
107910001000	of the 1903 Norwegian Football Cup	Yes	Yes	=	of the 1903 Norwegian Football Cup	=
107910001000	were played between 6 teams	Yes	Yes	=	COUNT 4	|

22490001000	The Semi-finals	Yes	Yes	=	The Semi-finals	=
22490001000	of the 1903 Norwegian Football Cup	Yes	Yes	=	of the 1903 Norwegian Football Cup	=
22490001000	were played between 6 teams	Yes	Yes	=	COUNT 4	|

22490002000	José Antônio Martins Galvão played	Yes	Yes	=	José Antônio Martins Galvão played	=
22490002000	with his club in three countries	Yes	Yes	=	with his club in Japan	|

22490003000	José Antônio Martins Galvão	Yes	Yes	=	José Antônio Martins Galvão	=
22490003000	played	Yes	Yes	=	playing	=
22490003000	in Switzerland with not a single goal	Yes	Yes	=	in Switzerland when 0 goals	=
22490003000	made	Yes	Yes	=	made	=

301940001000	From 2008-2010 Cartoon Network aired Ben 10 Alien Force	Yes	Yes	=	List by of Cartoon Network broadcast Animated series	|

48440001000	Da Yooper 's	Yes	Yes	=	Da Yoopers	=
48440001000	has released	Yes	Yes	=	was released	=
48440001000	an album called Yoopanese	Yes	Yes	=	The album Yoopanese	=
48440001000	on July 4, 1986	Yes	Yes	=	on July 4 , 1986	=

48440002000	Da Yooper 's	Yes	Yes	=	Da Yoopers	=
48440002000	has released	Yes	Yes	=	was released	=
